year,gender,offense,state,value
2015,Unknown,aggravated-assault,DE,46
2016,Unknown,aggravated-assault,DE,54
2017,Unknown,aggravated-assault,DE,48
2018,Unknown,aggravated-assault,DE,46
2010,Male,burglary,DE,3806
2011,Male,burglary,DE,3353
2012,Male,burglary,DE,3411
2013,Male,burglary,DE,3090
2014,Male,burglary,DE,3176
2015,Male,burglary,DE,2580
2016,Male,burglary,DE,2957
2017,Male,burglary,DE,2551
2018,Male,burglary,DE,1984
2010,Female,burglary,DE,499
2011,Female,burglary,DE,467
2012,Female,burglary,DE,568
2013,Female,burglary,DE,424
2014,Female,burglary,DE,442
2015,Female,burglary,DE,486
2016,Female,burglary,DE,445
2017,Female,burglary,DE,427
2018,Female,burglary,DE,296
2010,Unknown,burglary,DE,226
2011,Unknown,burglary,DE,176
2012,Unknown,burglary,DE,99
2013,Unknown,burglary,DE,54
2014,Unknown,burglary,DE,52
2015,Unknown,burglary,DE,53
2016,Unknown,burglary,DE,246
2017,Unknown,burglary,DE,252
2018,Unknown,burglary,DE,186
2010,Male,larceny,DE,8518
2011,Male,larceny,DE,8893
2012,Male,larceny,DE,9479
2013,Male,larceny,DE,8987
2014,Male,larceny,DE,9823
2015,Male,larceny,DE,9164
2016,Male,larceny,DE,9592
2017,Male,larceny,DE,9239
2018,Male,larceny,DE,9006
2010,Female,larceny,DE,4920
2011,Female,larceny,DE,5336
2012,Female,larceny,DE,5370
2013,Female,larceny,DE,5535
2014,Female,larceny,DE,5444
2015,Female,larceny,DE,5192
2016,Female,larceny,DE,5122
2017,Female,larceny,DE,4869
2018,Female,larceny,DE,4959
2010,Unknown,larceny,DE,420
2011,Unknown,larceny,DE,206
2012,Unknown,larceny,DE,158
2013,Unknown,larceny,DE,110
2014,Unknown,larceny,DE,106
2015,Unknown,larceny,DE,119
2016,Unknown,larceny,DE,565
2017,Unknown,larceny,DE,768
2018,Unknown,larceny,DE,1004
2010,Male,motor-vehicle-theft,DE,614
2011,Male,motor-vehicle-theft,DE,439
2012,Male,motor-vehicle-theft,DE,469
2013,Male,motor-vehicle-theft,DE,420
2014,Male,motor-vehicle-theft,DE,445
2015,Male,motor-vehicle-theft,DE,426
2016,Male,motor-vehicle-theft,DE,583
2017,Male,motor-vehicle-theft,DE,501
2018,Male,motor-vehicle-theft,DE,613
2010,Female,motor-vehicle-theft,DE,73
2011,Female,motor-vehicle-theft,DE,60
2012,Female,motor-vehicle-theft,DE,72
2013,Female,motor-vehicle-theft,DE,88
2014,Female,motor-vehicle-theft,DE,98
2015,Female,motor-vehicle-theft,DE,79
2016,Female,motor-vehicle-theft,DE,78
2017,Female,motor-vehicle-theft,DE,81
2018,Female,motor-vehicle-theft,DE,91
2010,Unknown,motor-vehicle-theft,DE,63
2011,Unknown,motor-vehicle-theft,DE,29
2012,Unknown,motor-vehicle-theft,DE,17
2013,Unknown,motor-vehicle-theft,DE,8
2014,Unknown,motor-vehicle-theft,DE,10
2015,Unknown,motor-vehicle-theft,DE,7
2016,Unknown,motor-vehicle-theft,DE,52
2017,Unknown,motor-vehicle-theft,DE,76
2018,Unknown,motor-vehicle-theft,DE,120
2010,Male,homicide,DE,68
2011,Male,homicide,DE,55
2012,Male,homicide,DE,47
2013,Male,homicide,DE,26
2014,Male,homicide,DE,47
2015,Male,homicide,DE,53
2016,Male,homicide,DE,40
2017,Male,homicide,DE,53
2018,Male,homicide,DE,42
2010,Female,homicide,DE,3
2011,Female,homicide,DE,4
2012,Female,homicide,DE,7
2013,Female,homicide,DE,3
2014,Female,homicide,DE,5
2015,Female,homicide,DE,6
2016,Female,homicide,DE,8
2017,Female,homicide,DE,7
2018,Female,homicide,DE,3
2010,Unknown,homicide,DE,4
2011,Unknown,homicide,DE,5
2012,Unknown,homicide,DE,3
2013,Unknown,homicide,DE,4
2014,Unknown,homicide,DE,8
2015,Unknown,homicide,DE,7
2016,Unknown,homicide,DE,3
2017,Unknown,homicide,DE,6
2018,Unknown,homicide,DE,4
2010,Male,rape,DE,405
2011,Male,rape,DE,384
2012,Male,rape,DE,428
2013,Male,rape,DE,446
2014,Male,rape,DE,392
2015,Male,rape,DE,411
2016,Male,rape,DE,312
2017,Male,rape,DE,352
2018,Male,rape,DE,387
2010,Female,rape,DE,21
2011,Female,rape,DE,16
2012,Female,rape,DE,23
2013,Female,rape,DE,27
2014,Female,rape,DE,37
2015,Female,rape,DE,17
2016,Female,rape,DE,15
2017,Female,rape,DE,20
2018,Female,rape,DE,14
2010,Unknown,rape,DE,0
2011,Unknown,rape,DE,0
2012,Unknown,rape,DE,0
2013,Unknown,rape,DE,1
2014,Unknown,rape,DE,0
2015,Unknown,rape,DE,1
2016,Unknown,rape,DE,1
2017,Unknown,rape,DE,0
2018,Unknown,rape,DE,0
2010,Male,robbery,DE,3141
2011,Male,robbery,DE,2482
2012,Male,robbery,DE,2310
2013,Male,robbery,DE,1901
2014,Male,robbery,DE,1855
2015,Male,robbery,DE,1951
2016,Male,robbery,DE,2069
2017,Male,robbery,DE,1646
2018,Male,robbery,DE,1400
2010,Female,robbery,DE,256
2011,Female,robbery,DE,262
2012,Female,robbery,DE,254
2013,Female,robbery,DE,222
2014,Female,robbery,DE,207
2015,Female,robbery,DE,199
2016,Female,robbery,DE,240
2017,Female,robbery,DE,162
2018,Female,robbery,DE,155
2010,Unknown,robbery,DE,33
2011,Unknown,robbery,DE,12
2012,Unknown,robbery,DE,14
2013,Unknown,robbery,DE,12
2014,Unknown,robbery,DE,12
2015,Unknown,robbery,DE,17
2016,Unknown,robbery,DE,21
2017,Unknown,robbery,DE,22
2018,Unknown,robbery,DE,15
2010,Male,arson,DE,123
2011,Male,arson,DE,94
2012,Male,arson,DE,109
2013,Male,arson,DE,76
2014,Male,arson,DE,114
2015,Male,arson,DE,68
2016,Male,arson,DE,89
2017,Male,arson,DE,65
2018,Male,arson,DE,73
2010,Female,arson,DE,20
2011,Female,arson,DE,20
2012,Female,arson,DE,26
2013,Female,arson,DE,17
2014,Female,arson,DE,23
2015,Female,arson,DE,17
2016,Female,arson,DE,26
2017,Female,arson,DE,6
2018,Female,arson,DE,22
2010,Unknown,arson,DE,2
2011,Unknown,arson,DE,4
2012,Unknown,arson,DE,0
2013,Unknown,arson,DE,4
2014,Unknown,arson,DE,1
2015,Unknown,arson,DE,0
2016,Unknown,arson,DE,15
2017,Unknown,arson,DE,20
2018,Unknown,arson,DE,15
2010,Male,violent-crime,DE,6230
2011,Male,violent-crime,DE,5439
2012,Male,violent-crime,DE,5224
2013,Male,violent-crime,DE,4605
2014,Male,violent-crime,DE,4396
2015,Male,violent-crime,DE,4771
2016,Male,violent-crime,DE,4619
2017,Male,violent-crime,DE,4079
2018,Male,violent-crime,DE,3712
2010,Female,violent-crime,DE,1120
2011,Female,violent-crime,DE,1113
2012,Female,violent-crime,DE,1119
2013,Female,violent-crime,DE,1023
2014,Female,violent-crime,DE,976
2015,Female,violent-crime,DE,961
2016,Female,violent-crime,DE,1150
2017,Female,violent-crime,DE,970
2018,Female,violent-crime,DE,1019
2010,Unknown,violent-crime,DE,107
2011,Unknown,violent-crime,DE,57
2012,Unknown,violent-crime,DE,51
2013,Unknown,violent-crime,DE,60
2014,Unknown,violent-crime,DE,70
2015,Unknown,violent-crime,DE,71
2016,Unknown,violent-crime,DE,79
2017,Unknown,violent-crime,DE,76
2018,Unknown,violent-crime,DE,65
2010,Male,property-crime,DE,13061
2011,Male,property-crime,DE,12779
2012,Male,property-crime,DE,13468
2013,Male,property-crime,DE,12573
2014,Male,property-crime,DE,13558
2015,Male,property-crime,DE,12238
2016,Male,property-crime,DE,13221
2017,Male,property-crime,DE,12356
2018,Male,property-crime,DE,11676
2010,Female,property-crime,DE,5512
2011,Female,property-crime,DE,5883
2012,Female,property-crime,DE,6036
2013,Female,property-crime,DE,6064
2014,Female,property-crime,DE,6007
2015,Female,property-crime,DE,5774
2016,Female,property-crime,DE,5671
2017,Female,property-crime,DE,5383
2018,Female,property-crime,DE,5368
2010,Unknown,property-crime,DE,711
2011,Unknown,property-crime,DE,415
2012,Unknown,property-crime,DE,274
2013,Unknown,property-crime,DE,176
2014,Unknown,property-crime,DE,169
2015,Unknown,property-crime,DE,179
2016,Unknown,property-crime,DE,878
2017,Unknown,property-crime,DE,1116
2018,Unknown,property-crime,DE,1325
2018,Male,aggravated-assault,GA,10
2018,Female,aggravated-assault,GA,7
2018,Unknown,aggravated-assault,GA,0
2018,Male,burglary,GA,13
2018,Female,burglary,GA,8
2018,Unknown,burglary,GA,43
2018,Male,larceny,GA,67
2018,Female,larceny,GA,65
2018,Unknown,larceny,GA,85
2018,Male,motor-vehicle-theft,GA,16
2018,Female,motor-vehicle-theft,GA,12
2018,Unknown,motor-vehicle-theft,GA,5
2018,Male,homicide,GA,1
2018,Female,homicide,GA,0
2018,Unknown,homicide,GA,0
2018,Male,rape,GA,4
2018,Female,rape,GA,1
2018,Unknown,rape,GA,0
2018,Male,robbery,GA,9
2018,Female,robbery,GA,3
2018,Unknown,robbery,GA,5
2018,Male,violent-crime,GA,24
2018,Female,violent-crime,GA,11
2018,Unknown,violent-crime,GA,5
2018,Male,property-crime,GA,96
2018,Female,property-crime,GA,85
2018,Unknown,property-crime,GA,133
2018,Male,aggravated-assault,HI,953
2018,Female,aggravated-assault,HI,154
2018,Unknown,aggravated-assault,HI,46
2018,Male,burglary,HI,670
2018,Female,burglary,HI,139
2018,Unknown,burglary,HI,36
2018,Male,larceny,HI,4789
2018,Female,larceny,HI,1787
2018,Unknown,larceny,HI,285
2018,Male,motor-vehicle-theft,HI,721
2018,Female,motor-vehicle-theft,HI,205
2018,Unknown,motor-vehicle-theft,HI,49
2018,Male,homicide,HI,25
2018,Female,homicide,HI,4
2018,Unknown,homicide,HI,1
2018,Male,rape,HI,296
2018,Female,rape,HI,6
2018,Unknown,rape,HI,10
2018,Male,robbery,HI,913
2018,Female,robbery,HI,138
2018,Unknown,robbery,HI,61
2018,Male,arson,HI,34
2018,Female,arson,HI,12
2018,Unknown,arson,HI,3
2018,Male,violent-crime,HI,2187
2018,Female,violent-crime,HI,302
2018,Unknown,violent-crime,HI,118
2018,Male,property-crime,HI,6214
2018,Female,property-crime,HI,2143
2018,Unknown,property-crime,HI,373
2010,Male,aggravated-assault,IA,4718
2011,Male,aggravated-assault,IA,4643
2012,Male,aggravated-assault,IA,4665
2013,Male,aggravated-assault,IA,4563
2014,Male,aggravated-assault,IA,4458
2015,Male,aggravated-assault,IA,4457
2016,Male,aggravated-assault,IA,4751
2017,Male,aggravated-assault,IA,4554
2018,Male,aggravated-assault,IA,3437
2010,Female,aggravated-assault,IA,1226
2011,Female,aggravated-assault,IA,1206
2012,Female,aggravated-assault,IA,1151
2013,Female,aggravated-assault,IA,1293
2014,Female,aggravated-assault,IA,1256
2015,Female,aggravated-assault,IA,1215
2016,Female,aggravated-assault,IA,1303
2017,Female,aggravated-assault,IA,1189
2018,Female,aggravated-assault,IA,948
2010,Unknown,aggravated-assault,IA,65
2011,Unknown,aggravated-assault,IA,44
2012,Unknown,aggravated-assault,IA,64
2013,Unknown,aggravated-assault,IA,45
2014,Unknown,aggravated-assault,IA,54
2015,Unknown,aggravated-assault,IA,59
2016,Unknown,aggravated-assault,IA,41
2017,Unknown,aggravated-assault,IA,73
2018,Unknown,aggravated-assault,IA,43
2010,Male,burglary,IA,5457
2011,Male,burglary,IA,5363
2012,Male,burglary,IA,5006
2013,Male,burglary,IA,4786
2014,Male,burglary,IA,4138
2015,Male,burglary,IA,4072
2016,Male,burglary,IA,3886
2017,Male,burglary,IA,3872
2018,Male,burglary,IA,2423
2010,Female,burglary,IA,968
2011,Female,burglary,IA,996
2012,Female,burglary,IA,1002
2013,Female,burglary,IA,1021
2014,Female,burglary,IA,934
2015,Female,burglary,IA,863
2016,Female,burglary,IA,918
2017,Female,burglary,IA,917
2018,Female,burglary,IA,721
2010,Unknown,burglary,IA,446
2011,Unknown,burglary,IA,445
2012,Unknown,burglary,IA,887
2013,Unknown,burglary,IA,516
2014,Unknown,burglary,IA,390
2015,Unknown,burglary,IA,432
2016,Unknown,burglary,IA,477
2017,Unknown,burglary,IA,507
2018,Unknown,burglary,IA,299
2010,Male,larceny,IA,15479
2011,Male,larceny,IA,15715
2012,Male,larceny,IA,15152
2013,Male,larceny,IA,15624
2014,Male,larceny,IA,15080
2015,Male,larceny,IA,14072
2016,Male,larceny,IA,12951
2017,Male,larceny,IA,12868
2018,Male,larceny,IA,9029
2010,Female,larceny,IA,9887
2011,Female,larceny,IA,10429
2012,Female,larceny,IA,10371
2013,Female,larceny,IA,10560
2014,Female,larceny,IA,10320
2015,Female,larceny,IA,9999
2016,Female,larceny,IA,8879
2017,Female,larceny,IA,8632
2018,Female,larceny,IA,6389
2010,Unknown,larceny,IA,1221
2011,Unknown,larceny,IA,1140
2012,Unknown,larceny,IA,1668
2013,Unknown,larceny,IA,1267
2014,Unknown,larceny,IA,1128
2015,Unknown,larceny,IA,883
2016,Unknown,larceny,IA,1031
2017,Unknown,larceny,IA,1358
2018,Unknown,larceny,IA,821
2010,Male,motor-vehicle-theft,IA,1330
2011,Male,motor-vehicle-theft,IA,1439
2012,Male,motor-vehicle-theft,IA,1377
2013,Male,motor-vehicle-theft,IA,1490
2014,Male,motor-vehicle-theft,IA,1469
2015,Male,motor-vehicle-theft,IA,1510
2016,Male,motor-vehicle-theft,IA,1639
2017,Male,motor-vehicle-theft,IA,1706
2018,Male,motor-vehicle-theft,IA,1310
2010,Female,motor-vehicle-theft,IA,301
2011,Female,motor-vehicle-theft,IA,295
2012,Female,motor-vehicle-theft,IA,349
2013,Female,motor-vehicle-theft,IA,418
2014,Female,motor-vehicle-theft,IA,388
2015,Female,motor-vehicle-theft,IA,437
2016,Female,motor-vehicle-theft,IA,498
2017,Female,motor-vehicle-theft,IA,598
2018,Female,motor-vehicle-theft,IA,489
2010,Unknown,motor-vehicle-theft,IA,93
2011,Unknown,motor-vehicle-theft,IA,78
2012,Unknown,motor-vehicle-theft,IA,108
2013,Unknown,motor-vehicle-theft,IA,106
2014,Unknown,motor-vehicle-theft,IA,96
2015,Unknown,motor-vehicle-theft,IA,104
2016,Unknown,motor-vehicle-theft,IA,128
2017,Unknown,motor-vehicle-theft,IA,159
2018,Unknown,motor-vehicle-theft,IA,97
2010,Male,homicide,IA,39
2011,Male,homicide,IA,56
2012,Male,homicide,IA,51
2013,Male,homicide,IA,39
2014,Male,homicide,IA,55
2015,Male,homicide,IA,77
2016,Male,homicide,IA,66
2017,Male,homicide,IA,89
2018,Male,homicide,IA,36
2010,Female,homicide,IA,4
2011,Female,homicide,IA,8
2012,Female,homicide,IA,6
2013,Female,homicide,IA,14
2014,Female,homicide,IA,7
2015,Female,homicide,IA,3
2016,Female,homicide,IA,10
2017,Female,homicide,IA,15
2018,Female,homicide,IA,10
2010,Unknown,homicide,IA,0
2011,Unknown,homicide,IA,1
2012,Unknown,homicide,IA,2
2013,Unknown,homicide,IA,1
2014,Unknown,homicide,IA,2
2015,Unknown,homicide,IA,1
2016,Unknown,homicide,IA,2
2017,Unknown,homicide,IA,2
2018,Unknown,homicide,IA,0
2010,Male,rape,IA,1005
2011,Male,rape,IA,1021
2012,Male,rape,IA,1001
2013,Male,rape,IA,954
2014,Male,rape,IA,999
2015,Male,rape,IA,1067
2016,Male,rape,IA,1079
2017,Male,rape,IA,1092
2018,Male,rape,IA,776
2010,Female,rape,IA,26
2011,Female,rape,IA,37
2012,Female,rape,IA,34
2013,Female,rape,IA,39
2014,Female,rape,IA,42
2015,Female,rape,IA,51
2016,Female,rape,IA,53
2017,Female,rape,IA,48
2018,Female,rape,IA,31
2010,Unknown,rape,IA,16
2011,Unknown,rape,IA,22
2012,Unknown,rape,IA,23
2013,Unknown,rape,IA,14
2014,Unknown,rape,IA,27
2015,Unknown,rape,IA,13
2016,Unknown,rape,IA,17
2017,Unknown,rape,IA,14
2018,Unknown,rape,IA,17
2010,Male,robbery,IA,885
2011,Male,robbery,IA,779
2012,Male,robbery,IA,990
2013,Male,robbery,IA,965
2014,Male,robbery,IA,959
2015,Male,robbery,IA,890
2016,Male,robbery,IA,919
2017,Male,robbery,IA,946
2018,Male,robbery,IA,524
2010,Female,robbery,IA,150
2011,Female,robbery,IA,111
2012,Female,robbery,IA,150
2013,Female,robbery,IA,155
2014,Female,robbery,IA,150
2015,Female,robbery,IA,136
2016,Female,robbery,IA,134
2017,Female,robbery,IA,152
2018,Female,robbery,IA,79
2010,Unknown,robbery,IA,20
2011,Unknown,robbery,IA,14
2012,Unknown,robbery,IA,24
2013,Unknown,robbery,IA,8
2014,Unknown,robbery,IA,16
2015,Unknown,robbery,IA,20
2016,Unknown,robbery,IA,12
2017,Unknown,robbery,IA,19
2018,Unknown,robbery,IA,14
2010,Male,arson,IA,288
2011,Male,arson,IA,318
2012,Male,arson,IA,303
2013,Male,arson,IA,280
2014,Male,arson,IA,237
2015,Male,arson,IA,245
2016,Male,arson,IA,184
2017,Male,arson,IA,219
2018,Male,arson,IA,152
2010,Female,arson,IA,38
2011,Female,arson,IA,60
2012,Female,arson,IA,56
2013,Female,arson,IA,83
2014,Female,arson,IA,53
2015,Female,arson,IA,46
2016,Female,arson,IA,34
2017,Female,arson,IA,42
2018,Female,arson,IA,34
2010,Unknown,arson,IA,19
2011,Unknown,arson,IA,18
2012,Unknown,arson,IA,32
2013,Unknown,arson,IA,15
2014,Unknown,arson,IA,25
2015,Unknown,arson,IA,19
2016,Unknown,arson,IA,12
2017,Unknown,arson,IA,33
2018,Unknown,arson,IA,12
2010,Male,violent-crime,IA,6647
2011,Male,violent-crime,IA,6499
2012,Male,violent-crime,IA,6707
2013,Male,violent-crime,IA,6521
2014,Male,violent-crime,IA,6471
2015,Male,violent-crime,IA,6491
2016,Male,violent-crime,IA,6815
2017,Male,violent-crime,IA,6681
2018,Male,violent-crime,IA,4773
2010,Female,violent-crime,IA,1406
2011,Female,violent-crime,IA,1362
2012,Female,violent-crime,IA,1341
2013,Female,violent-crime,IA,1501
2014,Female,violent-crime,IA,1455
2015,Female,violent-crime,IA,1405
2016,Female,violent-crime,IA,1500
2017,Female,violent-crime,IA,1404
2018,Female,violent-crime,IA,1068
2010,Unknown,violent-crime,IA,101
2011,Unknown,violent-crime,IA,81
2012,Unknown,violent-crime,IA,113
2013,Unknown,violent-crime,IA,68
2014,Unknown,violent-crime,IA,99
2015,Unknown,violent-crime,IA,93
2016,Unknown,violent-crime,IA,72
2017,Unknown,violent-crime,IA,108
2018,Unknown,violent-crime,IA,74
2010,Male,property-crime,IA,22554
2011,Male,property-crime,IA,22835
2012,Male,property-crime,IA,21838
2013,Male,property-crime,IA,22180
2014,Male,property-crime,IA,20924
2015,Male,property-crime,IA,19899
2016,Male,property-crime,IA,18660
2017,Male,property-crime,IA,18665
2018,Male,property-crime,IA,12914
2010,Female,property-crime,IA,11194
2011,Female,property-crime,IA,11780
2012,Female,property-crime,IA,11778
2013,Female,property-crime,IA,12082
2014,Female,property-crime,IA,11695
2015,Female,property-crime,IA,11345
2016,Female,property-crime,IA,10329
2017,Female,property-crime,IA,10189
2018,Female,property-crime,IA,7633
2010,Unknown,property-crime,IA,1779
2011,Unknown,property-crime,IA,1681
2012,Unknown,property-crime,IA,2695
2013,Unknown,property-crime,IA,1904
2014,Unknown,property-crime,IA,1639
2015,Unknown,property-crime,IA,1438
2016,Unknown,property-crime,IA,1648
2017,Unknown,property-crime,IA,2057
2018,Unknown,property-crime,IA,1229
2010,Male,aggravated-assault,ID,2039
2011,Male,aggravated-assault,ID,2005
2012,Male,aggravated-assault,ID,2079
2013,Male,aggravated-assault,ID,1987
2014,Male,aggravated-assault,ID,1914
2015,Male,aggravated-assault,ID,1946
2016,Male,aggravated-assault,ID,2196
2017,Male,aggravated-assault,ID,2245
2018,Male,aggravated-assault,ID,2170
2010,Female,aggravated-assault,ID,406
2011,Female,aggravated-assault,ID,394
2012,Female,aggravated-assault,ID,368
2013,Female,aggravated-assault,ID,388
2014,Female,aggravated-assault,ID,376
2015,Female,aggravated-assault,ID,420
2016,Female,aggravated-assault,ID,482
2017,Female,aggravated-assault,ID,478
2018,Female,aggravated-assault,ID,517
2010,Unknown,aggravated-assault,ID,43
2011,Unknown,aggravated-assault,ID,37
2012,Unknown,aggravated-assault,ID,40
2013,Unknown,aggravated-assault,ID,31
2014,Unknown,aggravated-assault,ID,19
2015,Unknown,aggravated-assault,ID,57
2016,Unknown,aggravated-assault,ID,40
2017,Unknown,aggravated-assault,ID,48
2018,Unknown,aggravated-assault,ID,49
2010,Male,burglary,ID,2645
2011,Male,burglary,ID,2629
2012,Male,burglary,ID,2579
2013,Male,burglary,ID,2592
2014,Male,burglary,ID,2358
2015,Male,burglary,ID,2256
2016,Male,burglary,ID,2304
2017,Male,burglary,ID,2174
2018,Male,burglary,ID,1849
2010,Female,burglary,ID,647
2011,Female,burglary,ID,689
2012,Female,burglary,ID,803
2013,Female,burglary,ID,858
2014,Female,burglary,ID,789
2015,Female,burglary,ID,785
2016,Female,burglary,ID,734
2017,Female,burglary,ID,761
2018,Female,burglary,ID,657
2010,Unknown,burglary,ID,295
2011,Unknown,burglary,ID,406
2012,Unknown,burglary,ID,384
2013,Unknown,burglary,ID,330
2014,Unknown,burglary,ID,236
2015,Unknown,burglary,ID,235
2016,Unknown,burglary,ID,413
2017,Unknown,burglary,ID,531
2018,Unknown,burglary,ID,385
2010,Male,larceny,ID,8246
2011,Male,larceny,ID,8226
2012,Male,larceny,ID,8117
2013,Male,larceny,ID,7805
2014,Male,larceny,ID,7580
2015,Male,larceny,ID,7264
2016,Male,larceny,ID,7380
2017,Male,larceny,ID,6997
2018,Male,larceny,ID,6432
2010,Female,larceny,ID,4455
2011,Female,larceny,ID,4759
2012,Female,larceny,ID,4569
2013,Female,larceny,ID,4302
2014,Female,larceny,ID,4546
2015,Female,larceny,ID,4683
2016,Female,larceny,ID,4395
2017,Female,larceny,ID,4295
2018,Female,larceny,ID,4028
2010,Unknown,larceny,ID,579
2011,Unknown,larceny,ID,630
2012,Unknown,larceny,ID,703
2013,Unknown,larceny,ID,731
2014,Unknown,larceny,ID,500
2015,Unknown,larceny,ID,828
2016,Unknown,larceny,ID,850
2017,Unknown,larceny,ID,1177
2018,Unknown,larceny,ID,959
2010,Male,motor-vehicle-theft,ID,566
2011,Male,motor-vehicle-theft,ID,548
2012,Male,motor-vehicle-theft,ID,539
2013,Male,motor-vehicle-theft,ID,678
2014,Male,motor-vehicle-theft,ID,727
2015,Male,motor-vehicle-theft,ID,837
2016,Male,motor-vehicle-theft,ID,897
2017,Male,motor-vehicle-theft,ID,947
2018,Male,motor-vehicle-theft,ID,748
2010,Female,motor-vehicle-theft,ID,151
2011,Female,motor-vehicle-theft,ID,153
2012,Female,motor-vehicle-theft,ID,183
2013,Female,motor-vehicle-theft,ID,217
2014,Female,motor-vehicle-theft,ID,260
2015,Female,motor-vehicle-theft,ID,314
2016,Female,motor-vehicle-theft,ID,318
2017,Female,motor-vehicle-theft,ID,320
2018,Female,motor-vehicle-theft,ID,299
2010,Unknown,motor-vehicle-theft,ID,29
2011,Unknown,motor-vehicle-theft,ID,42
2012,Unknown,motor-vehicle-theft,ID,60
2013,Unknown,motor-vehicle-theft,ID,48
2014,Unknown,motor-vehicle-theft,ID,48
2015,Unknown,motor-vehicle-theft,ID,60
2016,Unknown,motor-vehicle-theft,ID,67
2017,Unknown,motor-vehicle-theft,ID,90
2018,Unknown,motor-vehicle-theft,ID,95
2010,Male,homicide,ID,20
2011,Male,homicide,ID,36
2012,Male,homicide,ID,26
2013,Male,homicide,ID,21
2014,Male,homicide,ID,38
2015,Male,homicide,ID,33
2016,Male,homicide,ID,41
2017,Male,homicide,ID,29
2018,Male,homicide,ID,32
2010,Female,homicide,ID,2
2011,Female,homicide,ID,4
2012,Female,homicide,ID,4
2013,Female,homicide,ID,6
2014,Female,homicide,ID,5
2015,Female,homicide,ID,6
2016,Female,homicide,ID,13
2017,Female,homicide,ID,1
2018,Female,homicide,ID,7
2010,Unknown,homicide,ID,0
2011,Unknown,homicide,ID,0
2012,Unknown,homicide,ID,2
2013,Unknown,homicide,ID,2
2014,Unknown,homicide,ID,2
2015,Unknown,homicide,ID,0
2016,Unknown,homicide,ID,1
2017,Unknown,homicide,ID,1
2018,Unknown,homicide,ID,1
2010,Male,rape,ID,654
2011,Male,rape,ID,556
2012,Male,rape,ID,612
2013,Male,rape,ID,625
2014,Male,rape,ID,580
2015,Male,rape,ID,652
2016,Male,rape,ID,646
2017,Male,rape,ID,723
2018,Male,rape,ID,843
2010,Female,rape,ID,18
2011,Female,rape,ID,20
2012,Female,rape,ID,18
2013,Female,rape,ID,16
2014,Female,rape,ID,25
2015,Female,rape,ID,20
2016,Female,rape,ID,34
2017,Female,rape,ID,22
2018,Female,rape,ID,39
2010,Unknown,rape,ID,18
2011,Unknown,rape,ID,18
2012,Unknown,rape,ID,23
2013,Unknown,rape,ID,13
2014,Unknown,rape,ID,17
2015,Unknown,rape,ID,12
2016,Unknown,rape,ID,19
2017,Unknown,rape,ID,2
2018,Unknown,rape,ID,7
2010,Male,robbery,ID,253
2011,Male,robbery,ID,211
2012,Male,robbery,ID,309
2013,Male,robbery,ID,235
2014,Male,robbery,ID,212
2015,Male,robbery,ID,210
2016,Male,robbery,ID,206
2017,Male,robbery,ID,230
2018,Male,robbery,ID,249
2010,Female,robbery,ID,32
2011,Female,robbery,ID,18
2012,Female,robbery,ID,50
2013,Female,robbery,ID,41
2014,Female,robbery,ID,35
2015,Female,robbery,ID,48
2016,Female,robbery,ID,32
2017,Female,robbery,ID,47
2018,Female,robbery,ID,60
2010,Unknown,robbery,ID,14
2011,Unknown,robbery,ID,20
2012,Unknown,robbery,ID,16
2013,Unknown,robbery,ID,21
2014,Unknown,robbery,ID,16
2015,Unknown,robbery,ID,13
2016,Unknown,robbery,ID,11
2017,Unknown,robbery,ID,15
2018,Unknown,robbery,ID,9
2010,Male,arson,ID,143
2011,Male,arson,ID,156
2012,Male,arson,ID,150
2013,Male,arson,ID,123
2014,Male,arson,ID,135
2015,Male,arson,ID,135
2016,Male,arson,ID,89
2017,Male,arson,ID,125
2018,Male,arson,ID,97
2010,Female,arson,ID,28
2011,Female,arson,ID,20
2012,Female,arson,ID,28
2013,Female,arson,ID,23
2014,Female,arson,ID,22
2015,Female,arson,ID,41
2016,Female,arson,ID,22
2017,Female,arson,ID,25
2018,Female,arson,ID,18
2010,Unknown,arson,ID,8
2011,Unknown,arson,ID,8
2012,Unknown,arson,ID,19
2013,Unknown,arson,ID,5
2014,Unknown,arson,ID,8
2015,Unknown,arson,ID,20
2016,Unknown,arson,ID,10
2017,Unknown,arson,ID,8
2018,Unknown,arson,ID,5
2010,Male,violent-crime,ID,2966
2011,Male,violent-crime,ID,2808
2012,Male,violent-crime,ID,3026
2013,Male,violent-crime,ID,2868
2014,Male,violent-crime,ID,2744
2015,Male,violent-crime,ID,2841
2016,Male,violent-crime,ID,3089
2017,Male,violent-crime,ID,3227
2018,Male,violent-crime,ID,3294
2010,Female,violent-crime,ID,458
2011,Female,violent-crime,ID,436
2012,Female,violent-crime,ID,440
2013,Female,violent-crime,ID,451
2014,Female,violent-crime,ID,441
2015,Female,violent-crime,ID,494
2016,Female,violent-crime,ID,561
2017,Female,violent-crime,ID,548
2018,Female,violent-crime,ID,623
2010,Unknown,violent-crime,ID,75
2011,Unknown,violent-crime,ID,75
2012,Unknown,violent-crime,ID,81
2013,Unknown,violent-crime,ID,67
2014,Unknown,violent-crime,ID,54
2015,Unknown,violent-crime,ID,82
2016,Unknown,violent-crime,ID,71
2017,Unknown,violent-crime,ID,66
2018,Unknown,violent-crime,ID,66
2010,Male,property-crime,ID,11600
