state,year,offense,gender,count
IL,2011,arson,Male,37
IL,2011,arson,Female,33
IL,2011,arson,Unknown,1
IL,2011,burglary,Male,988
IL,2011,burglary,Female,989
IL,2011,burglary,Unknown,3
IL,2011,homicide,Male,18
IL,2011,homicide,Female,5
IL,2011,homicide,Unknown,0
IL,2011,larceny,Male,1521
IL,2011,larceny,Female,1783
IL,2011,larceny,Unknown,6
IL,2011,motor-vehicle-theft,Male,276
IL,2011,motor-vehicle-theft,Female,227
IL,2011,motor-vehicle-theft,Unknown,2
IL,2011,property-crime,Male,2822
IL,2011,property-crime,Female,3032
IL,2011,property-crime,Unknown,12
IL,2011,rape,Male,22
IL,2011,rape,Female,118
IL,2011,rape,Unknown,0
IL,2011,robbery,Male,457
IL,2011,robbery,Female,236
IL,2011,robbery,Unknown,0
IL,2011,violent-crime,Male,1295
IL,2011,violent-crime,Female,978
IL,2011,violent-crime,Unknown,20
IL,2012,aggravated-assault,Male,814
IL,2012,aggravated-assault,Female,649
IL,2012,aggravated-assault,Unknown,25
IL,2012,arson,Male,40
IL,2012,arson,Female,55
IL,2012,arson,Unknown,2
IL,2012,burglary,Male,1246
IL,2012,burglary,Female,1243
IL,2012,burglary,Unknown,5
IL,2012,homicide,Male,10
IL,2012,homicide,Female,3
IL,2012,homicide,Unknown,0
IL,2012,larceny,Male,1500
IL,2012,larceny,Female,1749
IL,2012,larceny,Unknown,7
IL,2012,motor-vehicle-theft,Male,219
IL,2012,motor-vehicle-theft,Female,180
IL,2012,motor-vehicle-theft,Unknown,0
IL,2012,property-crime,Male,3005
IL,2012,property-crime,Female,3227
IL,2012,property-crime,Unknown,14
IL,2012,rape,Male,16
IL,2012,rape,Female,143
IL,2012,rape,Unknown,0
IL,2012,robbery,Male,369
IL,2012,robbery,Female,202
IL,2012,robbery,Unknown,0
IL,2012,violent-crime,Male,1209
IL,2012,violent-crime,Female,997
IL,2012,violent-crime,Unknown,25
IL,2013,aggravated-assault,Male,828
IL,2013,aggravated-assault,Female,684
IL,2013,aggravated-assault,Unknown,25
IL,2013,arson,Male,29
IL,2013,arson,Female,25
IL,2013,arson,Unknown,68
IL,2013,burglary,Male,978
IL,2013,burglary,Female,1054
IL,2013,burglary,Unknown,11
IL,2013,homicide,Male,17
IL,2013,homicide,Female,2
IL,2013,homicide,Unknown,0
IL,2013,larceny,Male,1287
IL,2013,larceny,Female,1679
IL,2013,larceny,Unknown,14
IL,2013,motor-vehicle-theft,Male,184
IL,2013,motor-vehicle-theft,Female,193
IL,2013,motor-vehicle-theft,Unknown,0
IL,2013,property-crime,Male,2478
IL,2013,property-crime,Female,2951
IL,2013,property-crime,Unknown,93
IL,2013,rape,Male,12
IL,2013,rape,Female,140
IL,2013,rape,Unknown,0
IL,2013,robbery,Male,312
IL,2013,robbery,Female,143
IL,2013,robbery,Unknown,0
IL,2013,violent-crime,Male,1169
IL,2013,violent-crime,Female,969
IL,2013,violent-crime,Unknown,25
IL,2014,aggravated-assault,Male,664
IL,2014,aggravated-assault,Female,640
IL,2014,aggravated-assault,Unknown,12
IL,2014,arson,Male,37
IL,2014,arson,Female,34
IL,2014,arson,Unknown,15
IL,2014,burglary,Male,875
IL,2014,burglary,Female,865
IL,2014,burglary,Unknown,10
IL,2014,homicide,Male,14
IL,2014,homicide,Female,3
IL,2014,homicide,Unknown,0
IL,2014,larceny,Male,1362
IL,2014,larceny,Female,1642
IL,2014,larceny,Unknown,19
IL,2014,motor-vehicle-theft,Male,201
IL,2014,motor-vehicle-theft,Female,201
IL,2014,motor-vehicle-theft,Unknown,1
IL,2014,property-crime,Male,2475
IL,2014,property-crime,Female,2742
IL,2014,property-crime,Unknown,45
IL,2014,rape,Male,20
IL,2014,rape,Female,123
IL,2014,rape,Unknown,0
IL,2014,robbery,Male,336
IL,2014,robbery,Female,151
IL,2014,robbery,Unknown,0
IL,2014,violent-crime,Male,1034
IL,2014,violent-crime,Female,917
IL,2014,violent-crime,Unknown,12
IL,2015,aggravated-assault,Male,905
IL,2015,aggravated-assault,Female,767
IL,2015,aggravated-assault,Unknown,33
IL,2015,arson,Male,37
IL,2015,arson,Female,31
IL,2015,arson,Unknown,3
IL,2015,burglary,Male,763
IL,2015,burglary,Female,744
IL,2015,burglary,Unknown,3
IL,2015,homicide,Male,14
IL,2015,homicide,Female,5
IL,2015,homicide,Unknown,0
IL,2015,larceny,Male,1284
IL,2015,larceny,Female,1527
IL,2015,larceny,Unknown,11
IL,2015,motor-vehicle-theft,Male,240
IL,2015,motor-vehicle-theft,Female,245
IL,2015,motor-vehicle-theft,Unknown,1
IL,2015,property-crime,Male,2324
IL,2015,property-crime,Female,2547
IL,2015,property-crime,Unknown,18
IL,2015,rape,Male,14
IL,2015,rape,Female,148
IL,2015,rape,Unknown,1
IL,2015,robbery,Male,413
IL,2015,robbery,Female,183
IL,2015,robbery,Unknown,0
IL,2015,violent-crime,Male,1346
IL,2015,violent-crime,Female,1103
IL,2015,violent-crime,Unknown,34
IL,2016,aggravated-assault,Male,884
IL,2016,aggravated-assault,Female,871
IL,2016,aggravated-assault,Unknown,44
IL,2016,arson,Male,54
IL,2016,arson,Female,50
IL,2016,arson,Unknown,1
IL,2016,burglary,Male,741
IL,2016,burglary,Female,797
IL,2016,burglary,Unknown,3
IL,2016,homicide,Male,19
IL,2016,homicide,Female,7
IL,2016,homicide,Unknown,0
IL,2016,larceny,Male,1237
IL,2016,larceny,Female,1415
IL,2016,larceny,Unknown,5
IL,2016,motor-vehicle-theft,Male,255
IL,2016,motor-vehicle-theft,Female,231
IL,2016,motor-vehicle-theft,Unknown,0
IL,2016,property-crime,Male,2287
IL,2016,property-crime,Female,2493
IL,2016,property-crime,Unknown,9
IL,2016,rape,Male,12
IL,2016,rape,Female,135
IL,2016,rape,Unknown,0
IL,2016,robbery,Male,432
IL,2016,robbery,Female,224
IL,2016,robbery,Unknown,0
IL,2016,violent-crime,Male,1347
IL,2016,violent-crime,Female,1237
IL,2016,violent-crime,Unknown,44
IL,2017,aggravated-assault,Male,878
IL,2017,aggravated-assault,Female,892
IL,2017,aggravated-assault,Unknown,33
IL,2017,arson,Male,29
IL,2017,arson,Female,24
IL,2017,arson,Unknown,0
IL,2017,burglary,Male,752
IL,2017,burglary,Female,761
IL,2017,burglary,Unknown,3
IL,2017,homicide,Male,17
IL,2017,homicide,Female,1
IL,2017,homicide,Unknown,0
IL,2017,larceny,Male,1199
IL,2017,larceny,Female,1483
IL,2017,larceny,Unknown,3
IL,2017,motor-vehicle-theft,Male,222
IL,2017,motor-vehicle-theft,Female,235
IL,2017,motor-vehicle-theft,Unknown,0
IL,2017,property-crime,Male,2202
IL,2017,property-crime,Female,2503
IL,2017,property-crime,Unknown,6
IL,2017,rape,Male,10
IL,2017,rape,Female,112
IL,2017,rape,Unknown,0
IL,2017,robbery,Male,326
IL,2017,robbery,Female,173
IL,2017,robbery,Unknown,0
IL,2017,violent-crime,Male,1231
IL,2017,violent-crime,Female,1178
IL,2017,violent-crime,Unknown,33
IL,2018,aggravated-assault,Male,723
IL,2018,aggravated-assault,Female,838
IL,2018,aggravated-assault,Unknown,19
IL,2018,arson,Male,37
IL,2018,arson,Female,37
IL,2018,arson,Unknown,1
IL,2018,burglary,Male,617
IL,2018,burglary,Female,640
IL,2018,burglary,Unknown,4
IL,2018,homicide,Male,15
IL,2018,homicide,Female,8
IL,2018,homicide,Unknown,0
IL,2018,larceny,Male,1236
IL,2018,larceny,Female,1656
IL,2018,larceny,Unknown,4
IL,2018,motor-vehicle-theft,Male,213
IL,2018,motor-vehicle-theft,Female,244
IL,2018,motor-vehicle-theft,Unknown,0
IL,2018,property-crime,Male,2103
IL,2018,property-crime,Female,2577
IL,2018,property-crime,Unknown,9
IL,2018,rape,Male,12
IL,2018,rape,Female,124
IL,2018,rape,Unknown,0
IL,2018,robbery,Male,261
IL,2018,robbery,Female,143
IL,2018,robbery,Unknown,0
IL,2018,violent-crime,Male,1011
IL,2018,violent-crime,Female,1113
IL,2018,violent-crime,Unknown,19
IN,2013,burglary,Male,1
IN,2013,burglary,Female,0
IN,2013,burglary,Unknown,0
IN,2013,larceny,Male,10
IN,2013,larceny,Female,4
IN,2013,larceny,Unknown,0
IN,2013,motor-vehicle-theft,Male,0
IN,2013,motor-vehicle-theft,Female,1
IN,2013,motor-vehicle-theft,Unknown,0
IN,2013,property-crime,Male,11
IN,2013,property-crime,Female,5
IN,2013,property-crime,Unknown,0
IN,2014,aggravated-assault,Male,69
IN,2014,aggravated-assault,Female,122
IN,2014,aggravated-assault,Unknown,0
IN,2014,arson,Male,3
IN,2014,arson,Female,4
IN,2014,arson,Unknown,0
IN,2014,burglary,Male,127
IN,2014,burglary,Female,81
IN,2014,burglary,Unknown,0
IN,2014,homicide,Male,16
IN,2014,homicide,Female,3
IN,2014,homicide,Unknown,1
IN,2014,larceny,Male,433
IN,2014,larceny,Female,279
IN,2014,larceny,Unknown,15
IN,2014,motor-vehicle-theft,Male,180
IN,2014,motor-vehicle-theft,Female,90
IN,2014,motor-vehicle-theft,Unknown,1
IN,2014,property-crime,Male,743
IN,2014,property-crime,Female,454
IN,2014,property-crime,Unknown,16
IN,2014,rape,Male,2
IN,2014,rape,Female,79
IN,2014,rape,Unknown,0
IN,2014,robbery,Male,17
IN,2014,robbery,Female,5
IN,2014,robbery,Unknown,0
IN,2014,violent-crime,Male,104
IN,2014,violent-crime,Female,209
IN,2014,violent-crime,Unknown,1
IN,2015,aggravated-assault,Male,75
IN,2015,aggravated-assault,Female,182
IN,2015,aggravated-assault,Unknown,0
IN,2015,arson,Male,4
IN,2015,arson,Female,1
IN,2015,arson,Unknown,0
IN,2015,burglary,Male,141
IN,2015,burglary,Female,70
IN,2015,burglary,Unknown,0
IN,2015,homicide,Male,7
IN,2015,homicide,Female,2
IN,2015,homicide,Unknown,0
IN,2015,larceny,Male,409
IN,2015,larceny,Female,283
IN,2015,larceny,Unknown,11
IN,2015,motor-vehicle-theft,Male,151
IN,2015,motor-vehicle-theft,Female,86
IN,2015,motor-vehicle-theft,Unknown,9
IN,2015,property-crime,Male,705
IN,2015,property-crime,Female,440
IN,2015,property-crime,Unknown,20
IN,2015,rape,Male,1
IN,2015,rape,Female,85
IN,2015,rape,Unknown,0
IN,2015,robbery,Male,16
IN,2015,robbery,Female,15
IN,2015,robbery,Unknown,0
IN,2015,violent-crime,Male,99
IN,2015,violent-crime,Female,284
IN,2015,violent-crime,Unknown,0
IN,2016,aggravated-assault,Male,70
IN,2016,aggravated-assault,Female,161
IN,2016,aggravated-assault,Unknown,0
IN,2016,arson,Male,3
IN,2016,arson,Female,7
IN,2016,arson,Unknown,0
IN,2016,burglary,Male,121
IN,2016,burglary,Female,70
IN,2016,burglary,Unknown,0
IN,2016,homicide,Male,15
IN,2016,homicide,Female,6
IN,2016,homicide,Unknown,0
IN,2016,larceny,Male,443
IN,2016,larceny,Female,318
IN,2016,larceny,Unknown,19
IN,2016,motor-vehicle-theft,Male,206
IN,2016,motor-vehicle-theft,Female,112
IN,2016,motor-vehicle-theft,Unknown,5
IN,2016,property-crime,Male,773
IN,2016,property-crime,Female,507
IN,2016,property-crime,Unknown,24
IN,2016,rape,Male,1
IN,2016,rape,Female,99
IN,2016,rape,Unknown,0
IN,2016,robbery,Male,14
IN,2016,robbery,Female,13
IN,2016,robbery,Unknown,0
IN,2016,violent-crime,Male,100
IN,2016,violent-crime,Female,279
IN,2016,violent-crime,Unknown,0
IN,2017,aggravated-assault,Male,272
IN,2017,aggravated-assault,Female,379
IN,2017,aggravated-assault,Unknown,1
IN,2017,arson,Male,12
IN,2017,arson,Female,9
IN,2017,arson,Unknown,1
IN,2017,burglary,Male,522
IN,2017,burglary,Female,417
IN,2017,burglary,Unknown,0
IN,2017,homicide,Male,15
IN,2017,homicide,Female,3
IN,2017,homicide,Unknown,0
IN,2017,larceny,Male,1303
IN,2017,larceny,Female,1106
IN,2017,larceny,Unknown,18
IN,2017,motor-vehicle-theft,Male,418
IN,2017,motor-vehicle-theft,Female,310
IN,2017,motor-vehicle-theft,Unknown,2
IN,2017,property-crime,Male,2255
IN,2017,property-crime,Female,1842
IN,2017,property-crime,Unknown,21
IN,2017,rape,Male,2
IN,2017,rape,Female,175
IN,2017,rape,Unknown,0
IN,2017,robbery,Male,123
IN,2017,robbery,Female,90
IN,2017,robbery,Unknown,0
IN,2017,violent-crime,Male,412
IN,2017,violent-crime,Female,647
IN,2017,violent-crime,Unknown,1
IN,2018,aggravated-assault,Male,733
IN,2018,aggravated-assault,Female,738
IN,2018,aggravated-assault,Unknown,2
IN,2018,arson,Male,46
IN,2018,arson,Female,35
IN,2018,arson,Unknown,4
IN,2018,burglary,Male,1166
IN,2018,burglary,Female,1079
IN,2018,burglary,Unknown,4
IN,2018,homicide,Male,33
IN,2018,homicide,Female,10
IN,2018,homicide,Unknown,0
IN,2018,larceny,Male,2908
IN,2018,larceny,Female,2878
IN,2018,larceny,Unknown,21
IN,2018,motor-vehicle-theft,Male,812
IN,2018,motor-vehicle-theft,Female,563
IN,2018,motor-vehicle-theft,Unknown,7
IN,2018,property-crime,Male,4932
IN,2018,property-crime,Female,4555
IN,2018,property-crime,Unknown,36
IN,2018,rape,Male,9
IN,2018,rape,Female,223
IN,2018,rape,Unknown,0
IN,2018,robbery,Male,300
IN,2018,robbery,Female,156
IN,2018,robbery,Unknown,1
IN,2018,violent-crime,Male,1075
IN,2018,violent-crime,Female,1127
IN,2018,violent-crime,Unknown,3
KS,2000,aggravated-assault,Male,2430
KS,2000,aggravated-assault,Female,1328
KS,2000,aggravated-assault,Unknown,42
KS,2000,arson,Male,416
KS,2000,arson,Female,171
KS,2000,arson,Unknown,33
KS,2000,burglary,Male,4802
KS,2000,burglary,Female,3329
KS,2000,burglary,Unknown,62
KS,2000,homicide,Male,26
KS,2000,homicide,Female,21
KS,2000,homicide,Unknown,0
KS,2000,larceny,Male,15991
KS,2000,larceny,Female,12094
KS,2000,larceny,Unknown,166
KS,2000,motor-vehicle-theft,Male,1714
KS,2000,motor-vehicle-theft,Female,905
KS,2000,motor-vehicle-theft,Unknown,20
KS,2000,property-crime,Male,22923
KS,2000,property-crime,Female,16499
KS,2000,property-crime,Unknown,281
KS,2000,rape,Male,75
KS,2000,rape,Female,651
KS,2000,rape,Unknown,3
KS,2000,robbery,Male,281
KS,2000,robbery,Female,141
KS,2000,robbery,Unknown,2
KS,2000,violent-crime,Male,2812
KS,2000,violent-crime,Female,2141
KS,2000,violent-crime,Unknown,47
KS,2001,aggravated-assault,Male,2618
KS,2001,aggravated-assault,Female,1364
KS,2001,aggravated-assault,Unknown,37
KS,2001,arson,Male,360
KS,2001,arson,Female,209
KS,2001,arson,Unknown,15
KS,2001,burglary,Male,5155
KS,2001,burglary,Female,3531
KS,2001,burglary,Unknown,47
KS,2001,homicide,Male,24
KS,2001,homicide,Female,22
KS,2001,homicide,Unknown,0
KS,2001,larceny,Male,16596
KS,2001,larceny,Female,12855
KS,2001,larceny,Unknown,91
KS,2001,motor-vehicle-theft,Male,1959
KS,2001,motor-vehicle-theft,Female,1041
KS,2001,motor-vehicle-theft,Unknown,18
KS,2001,property-crime,Male,24070
KS,2001,property-crime,Female,17636
KS,2001,property-crime,Unknown,171
KS,2001,rape,Male,97
KS,2001,rape,Female,743
KS,2001,rape,Unknown,3
KS,2001,robbery,Male,379
KS,2001,robbery,Female,219
KS,2001,robbery,Unknown,4
KS,2001,violent-crime,Male,3118
KS,2001,violent-crime,Female,2348
KS,2001,violent-crime,Unknown,44
KS,2002,aggravated-assault,Male,2721
KS,2002,aggravated-assault,Female,1444
KS,2002,aggravated-assault,Unknown,45
KS,2002,arson,Male,387
KS,2002,arson,Female,192
KS,2002,arson,Unknown,23
KS,2002,burglary,Male,5674
KS,2002,burglary,Female,3885
KS,2002,burglary,Unknown,45
KS,2002,homicide,Male,23
KS,2002,homicide,Female,16
KS,2002,homicide,Unknown,0
KS,2002,larceny,Male,16423
KS,2002,larceny,Female,12893
KS,2002,larceny,Unknown,142
KS,2002,motor-vehicle-theft,Male,1987
KS,2002,motor-vehicle-theft,Female,1095
KS,2002,motor-vehicle-theft,Unknown,19
KS,2002,property-crime,Male,24471
KS,2002,property-crime,Female,18065
KS,2002,property-crime,Unknown,229
KS,2002,rape,Male,91
KS,2002,rape,Female,803
KS,2002,rape,Unknown,3
KS,2002,robbery,Male,402
KS,2002,robbery,Female,285
KS,2002,robbery,Unknown,4
KS,2002,violent-crime,Male,3237
KS,2002,violent-crime,Female,2548
KS,2002,violent-crime,Unknown,52
KS,2003,aggravated-assault,Male,3353
KS,2003,aggravated-assault,Female,1823
KS,2003,aggravated-assault,Unknown,42
KS,2003,arson,Male,387
KS,2003,arson,Female,261
KS,2003,arson,Unknown,16
KS,2003,burglary,Male,7550
KS,2003,burglary,Female,5426
KS,2003,burglary,Unknown,72
KS,2003,homicide,Male,50
KS,2003,homicide,Female,24
KS,2003,homicide,Unknown,0
KS,2003,larceny,Male,20041
KS,2003,larceny,Female,16909
KS,2003,larceny,Unknown,176
KS,2003,motor-vehicle-theft,Male,2461
KS,2003,motor-vehicle-theft,Female,1310
KS,2003,motor-vehicle-theft,Unknown,34
KS,2003,property-crime,Male,30439
KS,2003,property-crime,Female,23906
KS,2003,property-crime,Unknown,298
KS,2003,rape,Male,99
KS,2003,rape,Female,939
KS,2003,rape,Unknown,2
KS,2003,robbery,Male,668
KS,2003,robbery,Female,455
KS,2003,robbery,Unknown,8
KS,2003,violent-crime,Male,4170
KS,2003,violent-crime,Female,3241
KS,2003,violent-crime,Unknown,52
KS,2004,aggravated-assault,Male,3532
KS,2004,aggravated-assault,Female,2018
KS,2004,aggravated-assault,Unknown,36
KS,2004,arson,Male,402
KS,2004,arson,Female,217
KS,2004,arson,Unknown,24
KS,2004,burglary,Male,7362
KS,2004,burglary,Female,5088
KS,2004,burglary,Unknown,53
KS,2004,homicide,Male,48
KS,2004,homicide,Female,27
KS,2004,homicide,Unknown,0
KS,2004,larceny,Male,19996
KS,2004,larceny,Female,17075
KS,2004,larceny,Unknown,167
KS,2004,motor-vehicle-theft,Male,2572
KS,2004,motor-vehicle-theft,Female,1536
KS,2004,motor-vehicle-theft,Unknown,15
KS,2004,property-crime,Male,30332
KS,2004,property-crime,Female,23916
KS,2004,property-crime,Unknown,259
KS,2004,rape,Male,92
KS,2004,rape,Female,998
KS,2004,rape,Unknown,0
KS,2004,robbery,Male,787
KS,2004,robbery,Female,536
KS,2004,robbery,Unknown,3
KS,2004,violent-crime,Male,4459
KS,2004,violent-crime,Female,3579
KS,2004,violent-crime,Unknown,39
KS,2005,aggravated-assault,Male,3503
KS,2005,aggravated-assault,Female,2126
KS,2005,aggravated-assault,Unknown,22
KS,2005,arson,Male,397
KS,2005,arson,Female,212
KS,2005,arson,Unknown,12
KS,2005,burglary,Male,6709
KS,2005,burglary,Female,4579
KS,2005,burglary,Unknown,23
KS,2005,homicide,Male,30
KS,2005,homicide,Female,19
KS,2005,homicide,Unknown,0
KS,2005,larceny,Male,17943
KS,2005,larceny,Female,15432
KS,2005,larceny,Unknown,73
KS,2005,motor-vehicle-theft,Male,2579
KS,2005,motor-vehicle-theft,Female,1541
KS,2005,motor-vehicle-theft,Unknown,18
KS,2005,property-crime,Male,27628
KS,2005,property-crime,Female,21764
KS,2005,property-crime,Unknown,126
KS,2005,rape,Male,95
KS,2005,rape,Female,914
KS,2005,rape,Unknown,0
KS,2005,robbery,Male,675
KS,2005,robbery,Female,419
KS,2005,robbery,Unknown,8
KS,2005,violent-crime,Male,4303
KS,2005,violent-crime,Female,3478
KS,2005,violent-crime,Unknown,30
KS,2006,aggravated-assault,Male,4149
KS,2006,aggravated-assault,Female,2581
KS,2006,aggravated-assault,Unknown,21
KS,2006,arson,Male,391
KS,2006,arson,Female,203
KS,2006,arson,Unknown,10
KS,2006,burglary,Male,7570
KS,2006,burglary,Female,5033
KS,2006,burglary,Unknown,20
KS,2006,homicide,Male,44
KS,2006,homicide,Female,23
KS,2006,homicide,Unknown,0
KS,2006,larceny,Male,20080
KS,2006,larceny,Female,17741
KS,2006,larceny,Unknown,77
KS,2006,motor-vehicle-theft,Male,2840
KS,2006,motor-vehicle-theft,Female,1622
KS,2006,motor-vehicle-theft,Unknown,5
KS,2006,property-crime,Male,30881
KS,2006,property-crime,Female,24599
KS,2006,property-crime,Unknown,112
KS,2006,rape,Male,85
KS,2006,rape,Female,1105
KS,2006,rape,Unknown,0
KS,2006,robbery,Male,741
KS,2006,robbery,Female,488
KS,2006,robbery,Unknown,1
KS,2006,violent-crime,Male,5019
KS,2006,violent-crime,Female,4197
KS,2006,violent-crime,Unknown,22
KS,2007,aggravated-assault,Male,4292
KS,2007,aggravated-assault,Female,2563
KS,2007,aggravated-assault,Unknown,21
KS,2007,arson,Male,412
KS,2007,arson,Female,248
KS,2007,arson,Unknown,5
KS,2007,burglary,Male,7982
KS,2007,burglary,Female,5357
KS,2007,burglary,Unknown,36
KS,2007,homicide,Male,51
KS,2007,homicide,Female,18
KS,2007,homicide,Unknown,0
KS,2007,larceny,Male,19440
KS,2007,larceny,Female,17505
KS,2007,larceny,Unknown,90
KS,2007,motor-vehicle-theft,Male,3008
KS,2007,motor-vehicle-theft,Female,1719
KS,2007,motor-vehicle-theft,Unknown,15
KS,2007,property-crime,Male,30842
KS,2007,property-crime,Female,24829
KS,2007,property-crime,Unknown,146
KS,2007,rape,Male,122
KS,2007,rape,Female,1169
KS,2007,rape,Unknown,2
KS,2007,robbery,Male,835
KS,2007,robbery,Female,512
KS,2007,robbery,Unknown,3
KS,2007,violent-crime,Male,5300
KS,2007,violent-crime,Female,4262
KS,2007,violent-crime,Unknown,26
KS,2008,aggravated-assault,Male,4122
KS,2008,aggravated-assault,Female,2544
KS,2008,aggravated-assault,Unknown,26
KS,2008,arson,Male,415
KS,2008,arson,Female,259
KS,2008,arson,Unknown,18
KS,2008,burglary,Male,8017
KS,2008,burglary,Female,5546
KS,2008,burglary,Unknown,26
KS,2008,homicide,Male,47
KS,2008,homicide,Female,28
KS,2008,homicide,Unknown,0
KS,2008,larceny,Male,19225
KS,2008,larceny,Female,16823
KS,2008,larceny,Unknown,89
KS,2008,motor-vehicle-theft,Male,2652
KS,2008,motor-vehicle-theft,Female,1541
KS,2008,motor-vehicle-theft,Unknown,8
KS,2008,property-crime,Male,30309
KS,2008,property-crime,Female,24169
KS,2008,property-crime,Unknown,141
KS,2008,rape,Male,125
KS,2008,rape,Female,1110
KS,2008,rape,Unknown,0
KS,2008,robbery,Male,829
KS,2008,robbery,Female,451
KS,2008,robbery,Unknown,3
KS,2008,violent-crime,Male,5123
KS,2008,violent-crime,Female,4133
KS,2008,violent-crime,Unknown,29
KS,2009,aggravated-assault,Male,4020
KS,2009,aggravated-assault,Female,2520
KS,2009,aggravated-assault,Unknown,32
KS,2009,arson,Male,432
KS,2009,arson,Female,245
KS,2009,arson,Unknown,12
KS,2009,burglary,Male,7894
KS,2009,burglary,Female,5728
KS,2009,burglary,Unknown,35
KS,2009,homicide,Male,54
KS,2009,homicide,Female,22
KS,2009,homicide,Unknown,0
KS,2009,larceny,Male,17566
KS,2009,larceny,Female,15820
KS,2009,larceny,Unknown,72
KS,2009,motor-vehicle-theft,Male,2142
KS,2009,motor-vehicle-theft,Female,1296
KS,2009,motor-vehicle-theft,Unknown,9
KS,2009,property-crime,Male,28034
KS,2009,property-crime,Female,23089
KS,2009,property-crime,Unknown,128
KS,2009,rape,Male,142
KS,2009,rape,Female,1060
KS,2009,rape,Unknown,3
KS,2009,robbery,Male,821
KS,2009,robbery,Female,530
KS,2009,robbery,Unknown,2
KS,2009,violent-crime,Male,5037
KS,2009,violent-crime,Female,4132
KS,2009,violent-crime,Unknown,37
KS,2010,aggravated-assault,Male,3818
KS,2010,aggravated-assault,Female,2562
KS,2010,aggravated-assault,Unknown,30
KS,2010,arson,Male,451
KS,2010,arson,Female,357
KS,2010,arson,Unknown,14
KS,2010,burglary,Male,8216
KS,2010,burglary,Female,5874
KS,2010,burglary,Unknown,45
KS,2010,homicide,Male,36
KS,2010,homicide,Female,21
KS,2010,homicide,Unknown,0
KS,2010,larceny,Male,18000
KS,2010,larceny,Female,16406
KS,2010,larceny,Unknown,71
KS,2010,motor-vehicle-theft,Male,2164
KS,2010,motor-vehicle-theft,Female,1352
KS,2010,motor-vehicle-theft,Unknown,6
KS,2010,property-crime,Male,28831
KS,2010,property-crime,Female,23989
KS,2010,property-crime,Unknown,136
KS,2010,rape,Male,110
KS,2010,rape,Female,1094
KS,2010,rape,Unknown,0
KS,2010,robbery,Male,763
KS,2010,robbery,Female,499
KS,2010,robbery,Unknown,4
KS,2010,violent-crime,Male,4727
KS,2010,violent-crime,Female,4176
KS,2010,violent-crime,Unknown,34
KS,2011,aggravated-assault,Male,3609
KS,2011,aggravated-assault,Female,2505
KS,2011,aggravated-assault,Unknown,24
KS,2011,arson,Male,375
KS,2011,arson,Female,242
KS,2011,arson,Unknown,9
KS,2011,burglary,Male,8025
KS,2011,burglary,Female,5911
KS,2011,burglary,Unknown,44
KS,2011,homicide,Male,44
KS,2011,homicide,Female,19
KS,2011,homicide,Unknown,0
KS,2011,larceny,Male,18251
KS,2011,larceny,Female,16595
KS,2011,larceny,Unknown,101
KS,2011,motor-vehicle-theft,Male,2492
KS,2011,motor-vehicle-theft,Female,1534
KS,2011,motor-vehicle-theft,Unknown,11
KS,2011,property-crime,Male,29143
KS,2011,property-crime,Female,24282
KS,2011,property-crime,Unknown,165
KS,2011,rape,Male,130
KS,2011,rape,Female,1031
KS,2011,rape,Unknown,1
KS,2011,robbery,Male,679
KS,2011,robbery,Female,442
KS,2011,robbery,Unknown,3
KS,2011,violent-crime,Male,4462
KS,2011,violent-crime,Female,3997
KS,2011,violent-crime,Unknown,28
KS,2012,aggravated-assault,Male,3831
KS,2012,aggravated-assault,Female,2440
KS,2012,aggravated-assault,Unknown,27
KS,2012,arson,Male,377
KS,2012,arson,Female,230
KS,2012,arson,Unknown,7
KS,2012,burglary,Male,8436
KS,2012,burglary,Female,6278
KS,2012,burglary,Unknown,60
KS,2012,homicide,Male,37
KS,2012,homicide,Female,15
KS,2012,homicide,Unknown,0
KS,2012,larceny,Male,18887
KS,2012,larceny,Female,17454
KS,2012,larceny,Unknown,78
KS,2012,motor-vehicle-theft,Male,2602
KS,2012,motor-vehicle-theft,Female,1538
KS,2012,motor-vehicle-theft,Unknown,17
KS,2012,property-crime,Male,30302
KS,2012,property-crime,Female,25500
KS,2012,property-crime,Unknown,162
KS,2012,rape,Male,137
KS,2012,rape,Female,1080
KS,2012,rape,Unknown,3
KS,2012,robbery,Male,703
KS,2012,robbery,Female,436
KS,2012,robbery,Unknown,3
KS,2012,violent-crime,Male,4708
KS,2012,violent-crime,Female,3971
KS,2012,violent-crime,Unknown,33
KS,2013,aggravated-assault,Male,3664
KS,2013,aggravated-assault,Female,2262
KS,2013,aggravated-assault,Unknown,23
KS,2013,arson,Male,285
KS,2013,arson,Female,214
KS,2013,arson,Unknown,3
KS,2013,burglary,Male,7782
KS,2013,burglary,Female,5880
KS,2013,burglary,Unknown,28
KS,2013,homicide,Male,52
KS,2013,homicide,Female,22
KS,2013,homicide,Unknown,0
KS,2013,larceny,Male,17404
KS,2013,larceny,Female,16114
KS,2013,larceny,Unknown,83
KS,2013,motor-vehicle-theft,Male,2723
KS,2013,motor-vehicle-theft,Female,1524
KS,2013,motor-vehicle-theft,Unknown,6
KS,2013,property-crime,Male,28194
KS,2013,property-crime,Female,23732
KS,2013,property-crime,Unknown,120
KS,2013,rape,Male,114
KS,2013,rape,Female,953
KS,2013,rape,Unknown,2
KS,2013,robbery,Male,641
KS,2013,robbery,Female,422
